# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 222         Hoorn Nh    
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  222,19020716,    0,     
  222,19020717,    0,     
  222,19020718,    0,     
  222,19020719,    0,     
  222,19020720,    0,     
  222,19020721,    0,     
  222,19020722,    0,     
  222,19020723,   10,     
  222,19020724,   26,     
  222,19020725,   24,     
  222,19020726,    0,     
  222,19020727,    0,     
  222,19020728,   37,     
  222,19020729,   24,     
  222,19020730,    0,     
  222,19020731,   31,     
  222,19020801,   42,     
  222,19020802,    0,     
  222,19020803,    0,     
  222,19020804,   12,     
  222,19020805,   45,     
  222,19020806,   36,     
  222,19020807,   21,     
  222,19020808,   35,     
  222,19020809,    0,     
  222,19020810,    0,     
  222,19020811,    0,     
  222,19020812,   42,     
  222,19020813,   26,     
  222,19020814,   55,     
  222,19020815,    0,     
  222,19020816,    0,     
  222,19020817,    0,     
  222,19020818,    0,     
  222,19020819,   57,     
  222,19020820,   63,     
  222,19020821,    0,     
  222,19020822,   52,     
  222,19020823,    0,     
  222,19020824,    0,     
  222,19020825,   12,     
  222,19020826,   72,     
  222,19020827,    0,     
  222,19020828,    0,     
  222,19020829,    0,     
  222,19020830,    0,     
  222,19020831,   31,     
  222,19020901,    0,     
  222,19020902,   80,     
  222,19020903,    0,     
  222,19020904,    0,     
  222,19020905,    0,     
  222,19020906,    0,     
  222,19020907,    0,     
  222,19020908,    0,     
  222,19020909,    0,     
  222,19020910,    0,     
  222,19020911,    0,     
  222,19020912,   11,     
  222,19020913,   16,     
  222,19020914,   18,     
  222,19020915,   20,     
  222,19020916,   16,     
  222,19020917,   21,     
  222,19020918,   15,     
  222,19020919,   20,     
  222,19020920,   15,     
  222,19020921,    0,     
  222,19020922,   18,     
  222,19020923,   42,     
  222,19020924,   11,     
  222,19020925,   18,     
  222,19020926,   41,     
  222,19020927,   35,     
  222,19020928,   25,     
  222,19020929,    0,     
  222,19020930,    0,     
  222,19021001,    0,     
  222,19021002,    0,     
  222,19021003,    0,     
  222,19021004,    0,     
  222,19021005,    0,     
  222,19021006,    0,     
  222,19021007,    0,     
  222,19021008,    5,     
  222,19021009,    0,     
  222,19021010,    0,     
  222,19021011,   21,     
  222,19021012,   32,     
  222,19021013,   26,     
  222,19021014,    0,     
  222,19021015,   11,     
  222,19021016,   13,     
  222,19021017,   19,     
  222,19021018,   35,     
  222,19021019,   45,     
  222,19021020,   12,     
