# DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
# KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# 
# THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
# ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE
# STN         NAME
# 961         Roermond    
# RD        : 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag
# SX        : codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC
# STN,YYYYMMDD,   RD,   SX
  961,19010327,    0,     
  961,19010328,    0,     
  961,19010329,    0,     
  961,19010330,    0,     
  961,19010331,    0,     
  961,19010401,    0,     
  961,19010402,    0,     
  961,19010403,  145,     
  961,19010404,    0,     
  961,19010405,  120,     
  961,19010406,    0,     
  961,19010407,    0,     
  961,19010408,    0,     
  961,19010409,   20,     
  961,19010410,    0,     
  961,19010411,    0,     
  961,19010412,   80,     
  961,19010413,    0,     
  961,19010414,   45,     
  961,19010415,    0,     
  961,19010416,   55,     
  961,19010417,   65,     
  961,19010418,   76,     
  961,19010419,   10,     
  961,19010420,    0,     
  961,19010421,    0,     
  961,19010422,    0,     
  961,19010423,    0,     
  961,19010424,    0,     
  961,19010425,    0,     
  961,19010426,    0,     
  961,19010427,    0,     
  961,19010428,    0,     
  961,19010429,    0,     
  961,19010430,   90,     
  961,19010501,    0,     
  961,19010502,    0,     
  961,19010503,    0,     
  961,19010504,    0,     
  961,19010505,    0,     
  961,19010506,    0,     
  961,19010507,    0,     
  961,19010508,    5,     
  961,19010509,   15,     
  961,19010510,    0,     
  961,19010511,    0,     
  961,19010512,    2,     
  961,19010513,    0,     
  961,19010514,    0,     
  961,19010515,    0,     
  961,19010516,    0,     
  961,19010517,    0,     
  961,19010518,    0,     
  961,19010519,    0,     
  961,19010520,    0,     
  961,19010521,    0,     
  961,19010522,    0,     
  961,19010523,    0,     
  961,19010524,    0,     
  961,19010525,    0,     
  961,19010526,    0,     
  961,19010527,   65,     
  961,19010528,    0,     
  961,19010529,    0,     
  961,19010530,    0,     
  961,19010531,    0,     
  961,19010601,  173,     
  961,19010602,   30,     
  961,19010603,  100,     
  961,19010604,    0,     
  961,19010605,    9,     
  961,19010606,    0,     
  961,19010607,    0,     
  961,19010608,    0,     
  961,19010609,   20,     
  961,19010610,    0,     
  961,19010611,    0,     
  961,19010612,    0,     
  961,19010613,    0,     
  961,19010614,   72,     
  961,19010615,   27,     
  961,19010616,   15,     
  961,19010617,    0,     
  961,19010618,   12,     
  961,19010619,   70,     
  961,19010620,   60,     
  961,19010621,    0,     
  961,19010622,    0,     
  961,19010623,    0,     
  961,19010624,    0,     
  961,19010625,    0,     
  961,19010626,    0,     
  961,19010627,   26,     
  961,19010628,    0,     
  961,19010629,    0,     
  961,19010630,    0,     
  961,19010701,    0,     
  961,19010702,  185,     
  961,19010703,   26,     
  961,19010704,   64,     
  961,19010705,   10,     
  961,19010706,    0,     
  961,19010707,    0,     
  961,19010708,    0,     
  961,19010709,    0,     
  961,19010710,    0,     
  961,19010711,    0,     
  961,19010712,    0,     
  961,19010713,    0,     
  961,19010714,    0,     
  961,19010715,   10,     
  961,19010716,    0,     
  961,19010717,   40,     
  961,19010718,    0,     
  961,19010719,    0,     
  961,19010720,    0,     
  961,19010721,    0,     
  961,19010722,    0,     
  961,19010723,    0,     
  961,19010724,    0,     
  961,19010725,    0,     
  961,19010726,    1,     
  961,19010727,    0,     
  961,19010728,   54,     
  961,19010729,   74,     
  961,19010730,    0,     
  961,19010731,   10,     
  961,19010801,    5,     
  961,19010802,    0,     
  961,19010803,    0,     
  961,19010804,    0,     
  961,19010805,    0,     
  961,19010806,    0,     
  961,19010807,    0,     
  961,19010808,   72,     
  961,19010809,    0,     
  961,19010810,    0,     
  961,19010811,    0,     
  961,19010812,    0,     
  961,19010813,  120,     
  961,19010814,    0,     
  961,19010815,    0,     
  961,19010816,    0,     
  961,19010817,  170,     
  961,19010818,    0,     
  961,19010819,    0,     
  961,19010820,    0,     
  961,19010821,    0,     
  961,19010822,    0,     
  961,19010823,    0,     
  961,19010824,    0,     
  961,19010825,    0,     
  961,19010826,    0,     
  961,19010827,    0,     
  961,19010828,   32,     
  961,19010829,  200,     
  961,19010830,   12,     
  961,19010831,    0,     
  961,19010901,    0,     
  961,19010902,   81,     
  961,19010903,    0,     
  961,19010904,    0,     
  961,19010905,    0,     
  961,19010906,    0,     
  961,19010907,    0,     
  961,19010908,    0,     
  961,19010909,    0,     
  961,19010910,   90,     
  961,19010911,  116,     
  961,19010912,   28,     
  961,19010913,    6,     
  961,19010914,    0,     
  961,19010915,   38,     
  961,19010916,  314,     
  961,19010917,  188,     
  961,19010918,   20,     
  961,19010919,   63,     
  961,19010920,    0,     
  961,19010921,    0,     
  961,19010922,    0,     
  961,19010923,    0,     
